"","P_MASS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","S_RADIUS_EST","S_LUMINOSITY","P_HABITABLE"
"Kepler-1137 b",-0.552663379249591,-0.178544844327997,0.114587838430347,0.517323143823403,0.10586122890472,1.4903986369414,"non-habitable"
"Kepler-444 f",-1.29336780143647,-0.406056408473287,-0.350398277862743,0.000282276701678849,-0.235824250798775,-0.675520610473476,"non-habitable"
"K2-110 b",-0.449077946039448,-0.357433017126349,-0.170902948945448,-0.242907574646805,-0.248363167485142,-0.728978242489497,"non-habitable"
"HD 63454 b",0.628670690828726,-0.501319623311043,-0.921777282808015,0.495774683881693,-0.229554792455591,-0.715624814916899,"non-habitable"
"Kepler-588 b",-0.427941308052974,-0.474807828944575,-0.74882516774446,0.800143619579323,-0.157456021508982,-0.13893370751197,"non-habitable"
"K2-152 b",-0.52562600061507,-0.208464470515529,0.280450888546007,-1.05868206438975,-0.279710459201058,-0.922003585960059,"non-habitable"
"Kepler-532 b",-0.446027205136084,-0.357047570521708,-0.206951761202185,-0.0898334165864024,-0.223285334112408,-0.602740084176085,"non-habitable"
"K2-18 b",-0.351921673215688,-0.269423376763219,0.285219838526213,-1.46480023066686,-0.342405042632892,-1.0021129462468,"habitable"
"K2-268 c",-0.413149161333135,-0.404238283714384,-0.372094798319842,0.0375847600433085,-0.226420063284,-0.644952978066193,"non-habitable"
"K2-10 b",0.134146807022763,-0.282265593895505,0.00140571793185497,-0.0321732537542956,-0.163725479852166,-0.254554356630961,"non-habitable"
"Kepler-1107 b",-0.857052204338918,-0.566440780412518,-1.41234655175413,1.55221680300061,-0.213881146597633,-0.552555164642935,"non-habitable"
"Kepler-324 c",-0.300513713573246,-0.0296750718374951,0.529417738436541,-0.749898552214833,-0.20761168825445,-0.555867966840579,"non-habitable"
"Kepler-123 b",-0.350891013641376,-0.286471806009879,-0.0580586184883845,0.302431399947551,-0.0759530630475985,0.324935546136088,"non-habitable"
"Kepler-1553 b",-0.974483990028074,-0.481139037849619,-0.746608546828234,0.530208578234277,-0.217015875769225,-0.556258067499759,"non-habitable"
"Kepler-395 c",-0.866420458394102,-0.197161940677375,0.31761358025901,-1.06744607142345,-0.295384105059017,-0.917945926805778,"non-habitable"
"Kepler-172 c",-0.370220129744795,-0.43602112987016,-0.557026956372114,0.560234710394328,-0.132378188136249,-0.178851886888145,"non-habitable"
"Kepler-1445 b",-1.13818404261076,-0.367158554907891,-0.307843830836224,0.559584509505546,-0.0759530630475985,0.358111946862748,"non-habitable"
"K2-38 b",-0.0218540366964315,-0.443669162577615,-0.771027709515542,0.848237892533016,-0.0383363129884983,0.290204758328247,"non-habitable"
"Kepler-1576 b",-1.07312232251361,-0.425303430418553,-0.514191887295009,0.589066082077636,-0.138647646479432,-0.043684910487093,"non-habitable"
"alf Ari b",1.54849563662406,1.3402121214754,1.62230048823871,0.0173588725993386,3.8863446098443,4.37117359954468,"non-habitable"
"HD 10442 b",1.45917109885933,2.11071417782577,2.17231958884728,-1.74548074838288,0.146612708135412,0.353726885975245,"non-habitable"
"HD 81688 b",1.73818536552496,0.860605258615694,1.22209397736994,0.338063936263892,3.60421898440105,4.41812338945454,"non-habitable"
"Kepler-406 b",-0.492053690099286,-0.510470062422212,-0.981585531977257,1.03938766434393,-0.135512917307841,-0.184957425909213,"non-habitable"
"MASCARA-1 b",1.8856549071564,-0.49423979903126,-1.02824634123501,1.89613032530816,0.187364187366104,2.25597691972792,"non-habitable"
"Kepler-69 b",-0.539044001327658,-0.376901897067077,-0.176188318153379,0.226963251543733,-0.179399125710124,-0.30629837397179,"non-habitable"
"TRAPPIST-1 d",-1.2660253797862,-0.545579398329405,-0.767330683095066,-1.41065312897879,-0.433312188609051,-1.02800821451186,"habitable"
"Kepler-1451 b",-0.255379434574388,-0.125480552757795,0.327245333885509,-0.30458407072291,-0.160590750680574,-0.174454932833754,"non-habitable"
"HD 24040 b",1.90547226335121,3.77321345932634,2.87235165023813,-2.4870681333771,-0.0634141463612317,0.219396262414328,"non-habitable"
"K2-59 b",-0.489724823174987,-0.285605746347512,0.0379278865547056,-0.400619502344093,-0.242093709141958,-0.689704786563438,"non-habitable"
