"","P_MASS_EST","P_SEMI_MAJOR_AXIS_EST","P_PERIOD","P_TEMP_EQUIL","S_TEMPERATURE","S_RADIUS_EST","P_HABITABLE"
"HD 177830 b",1.51900580216772,1.27224805040834,1.66314776157246,-0.932462512896891,-0.559002025026324,0.55099277127074,"non-habitable"
"HD 208897 b",1.43098715002035,1.16664280629551,1.58006757779054,-0.558912168791096,-0.611160429631969,1.09016618878451,"non-habitable"
"408",-0.54778537450808,-0.0936794547463464,0.537042165051346,-1.50891791537722,-2.15485554322962,-0.311057750916975,"habitable"
"HD 4308 b",-0.102626873151758,-0.319171321074571,-0.11120798612796,0.126446932683795,0.363427900223894,-0.151186563165799,"non-habitable"
"Kepler-210 c",-0.198710811405292,-0.431422667731135,-0.449757310555749,-0.143336421323068,-1.00811290179984,-0.267171542514692,"non-habitable"
"Kepler-360 c",-0.584069938664826,-0.419964011562993,-0.500409192533627,0.610266953715105,0.751778212511216,-0.138647646479432,"non-habitable"
"256",-0.545822662614523,0.615250044000876,1.34750592970723,-1.74594239170059,-0.627201215740123,-0.270803645497397,"habitable"
"Kepler-171 d",-0.650264636007661,-0.102931771019414,0.384147963124556,-0.506571669255276,0.315194694393483,-0.20761168825445,"non-habitable"
"K2-179 b",-0.461387466396296,-0.466652377113848,-0.656432084572518,0.318853883928022,-0.416237254060742,-0.229554792455591,"non-habitable"
"Kepler-220 c",-0.767540769219131,-0.417678676859652,-0.387975969828628,-0.158725819081387,-0.909485882729259,-0.260902084171508,"non-habitable"
"84",-0.452166683509323,0.557827938396341,1.25535211272525,-1.45927971972341,-0.438091096708706,-0.209597754163585,"habitable"
"489",-0.612658018973179,0.577940464579282,1.23293466889165,-1.34062392374427,0.0463606963868999,-0.206450779443784,"habitable"
"30 Ari B b.1",2.50275134082655,1.09363118167646,1.55187080386282,-1.08075827963863,1.0305878886635,-0.0289321254737232,"non-habitable"
"K2-288 B b",-0.64646240247728,-0.224460303177602,0.259461441567568,-1.80641359303397,-2.93788837783467,-0.370617605177217,"habitable"
"Kepler-1152 b",-1.2066027306336,-0.543376568994212,-1.12418490688074,0.358738325155188,-1.8763741993318,-0.304788292573792,"non-habitable"
"340",-0.676643153928551,0.119370251061156,0.847514521032646,-1.51862607458925,-1.30493133499511,-0.292317391272272,"habitable"
"Kepler-1193 b",-0.866420458394102,-0.500871732528486,-0.919668506647099,1.15091126392933,0.601231822154348,-0.091626708905557,"non-habitable"
"K2-11 b",0.361450146448857,-0.0975115305737756,0.388784586960113,0.811066024813211,0.0808274828679798,1.14345658470157,"non-habitable"
"403",-0.576947132881565,-0.0860004029700991,0.568343551551952,-1.54643255503249,-2.25514434679133,-0.311057750916975,"habitable"
"300",-0.685432792615135,0.0177196195676754,0.688877449750847,-1.41670135873663,-1.55961399479072,-0.285793443114674,"habitable"
"Kepler-25 b",-0.360555473581903,-0.430815183107052,-0.568410506013756,0.875644689301443,0.970473218495654,-0.06027941718964,"non-habitable"
"HD 133131 A b",1.43761792153722,1.59470240549457,1.91624080393548,-1.74236673353255,0.485609838500143,-0.148405180666429,"non-habitable"
"71",-0.537704745133978,-0.192732130193137,0.370301778422786,-1.4193439330596,-2.48505081398511,-0.314279261312901,"habitable"
"HD 156279 c",2.2805786880077,3.80617061221357,2.94596928117269,-2.83608664847422,0.103641593875051,-0.173129667366941,"non-habitable"
"122",-0.845398959363361,-0.314110164483267,0.187977802164179,-1.47366927291308,-2.76397026321917,-0.363097284938442,"habitable"
"GJ 3138 b",-0.94800257905259,-0.549769907095717,-1.2213213726786,0.309080018718297,-2.27580080298764,-0.314192480088567,"non-habitable"
"Kepler-403 c",-0.701115335052159,0.0414612660350736,0.554723546363408,-0.257965451983319,0.789616086538046,-0.0540099588464567,"non-habitable"
"453",-1.08313881716978,-0.49212898925549,-0.27665989971972,-1.85572377092298,-3.85203035262337,-0.437159480718271,"habitable"
"327",-0.464779268818749,0.0546889561799965,0.745147979424379,-1.38501617985404,-1.14678051954381,-0.289364657001726,"habitable"
"WASP-29 b",0.590112093110399,-0.49045677956347,-0.781389068937689,0.428213206522423,-0.688288235780342,-0.223285334112408,"non-habitable"
"141",-0.587040504591251,0.615191739830605,1.25844073134189,-1.35559203308569,0.0595041937128837,-0.202280889521957,"habitable"
"Kepler-1595 b",-0.904672103408129,-0.47593890402268,-0.713759834521385,0.461826488501112,-0.187742030710246,-0.220150604940816,"non-habitable"
"WASP-17 b",1.15777731868541,-0.449871704506527,-0.802818654105128,1.13636967863695,1.24173742133914,-0.00385429210098964,"non-habitable"
"Kepler-836 b",-0.401492945387955,-0.363765653875133,-0.272760442656181,0.336664615050686,0.587554574370328,-0.144917104822616,"non-habitable"
"Kepler-1369 b",-0.413149161333135,-0.21058376115173,0.15624939547716,-0.144879045964672,0.444789803404746,-0.160590750680574,"non-habitable"
"K2-3 c",-0.665627041440327,-0.275883545095094,0.130375330802183,-1.0250277608937,-1.98379982250089,-0.295384105059017,"non-habitable"
"261",-0.709248268886638,-0.00736786601514994,0.677365611465432,-1.70473375721598,-2.2350450534737,-0.319221513576346,"habitable"
"Kepler-461 b.1",-0.442986961511859,-0.409105245749237,-0.429134927487087,0.337179630720088,0.306384628675161,-0.185668584053308,"non-habitable"
"483",-0.604520710215871,0.592270571713935,1.24242851707429,-1.34462030955289,0.054658159814103,-0.204513768946814,"habitable"
"130",-0.869174494067177,-0.338397916023555,0.14197618474623,-1.45300987022933,-2.85702465117144,-0.366057854649385,"habitable"
"BD+20 594 b",0.0470195137813656,0.0072771942518756,0.411881383386427,-0.452822506031452,0.450176215427453,-0.132378188136249,"non-habitable"
"Kepler-1126 b",-0.709180276736973,0.286813333618454,0.932787558799205,-0.893731152055847,0.484539057562645,-0.179399125710124,"non-habitable"
"Kepler-775 b",-0.944044941698297,-0.552157786755432,-1.28596729266218,1.33794494924925,0.120697342118035,-0.20761168825445,"non-habitable"
"Kepler-359 d",-0.122366121721688,0.179632371890565,0.745597535020049,-0.542541018830322,0.9486489358582,-0.129243458964657,"non-habitable"
"Kepler-428 b",1.38543639083014,-0.49353293693665,-0.827852624353221,0.56343176392518,-0.251311814928863,-0.220150604940816,"non-habitable"
"Kepler-182 c.1",-0.238454995225984,-0.23928597593959,0.037730275250766,0.157257724335411,0.950636133965281,-0.110435083935107,"non-habitable"
"Kepler-55 e",-0.776158934756671,-0.482485222364755,-0.708450542026832,0.0897430500499327,-1.08484813804847,-0.276575730029467,"non-habitable"
"Kepler-1167 b",-0.713237690137413,-0.553544627411965,-1.27789609192053,1.12957847551359,-0.470951211801881,-0.235824250798775,"non-habitable"
"513",-0.581022804762993,-0.348157682358066,0.0602084999146307,-1.35696850562481,-2.60298949246384,-0.366324412469265,"habitable"
"280",-0.611363817364728,0.854435342276931,1.42874417117674,-1.38170840388564,0.327224339915326,-0.170368382041843,"habitable"
"Kepler-1102 b",-0.421994453807851,-0.0168588008616795,0.52440426286132,-0.534948302453488,0.404784480204631,-0.176264396538533,"non-habitable"
"WASP-28 b.1",1.22818694052724,-0.49026045962915,-0.842297851694929,1.05136594877595,0.85048892192317,-0.129243458964657,"non-habitable"
"HD 159868 c",1.15054295507969,1.1449661389302,1.57740596071756,-0.998143828875664,0.1951910754758,0.196768374880879,"non-habitable"
"CoRoT-7 b",-0.75708341584297,-0.557544534130718,-1.32097926723143,1.37086026421125,-0.102412525907721,-0.210746417426041,"non-habitable"
"HATS-28 b",1.08825586458534,-0.498225591491249,-0.871599443877179,0.806752145600859,0.154668947798334,-0.182533854881716,"non-habitable"
"K2-290 c",1.15417409083797,0.0565750864261987,0.492217283255292,-0.1291363033121,1.00208133652166,0.00241516624219375,"non-habitable"
"K2-205 b",-0.616582548387251,-0.208237783956158,0.172437577107519,-0.0496379060513851,0.582286062955967,-0.132378188136249,"non-habitable"
"Kepler-1138 b.1",-0.7173118127625,-0.497747773871094,-0.872985627614807,0.830121875287985,0.248812511981709,-0.182533854881716,"non-habitable"
"50",-0.637948879706028,-0.275973412647373,0.251200400770199,-1.38827573515466,-2.83347601685942,-0.328150495202411,"habitable"
"262",-0.85728322696015,-0.0512900382466052,0.699823046982584,-1.81618533153013,-2.79644587566939,-0.331350424662726,"habitable"
"KELT-6 b",0.968755190257082,-0.393052970036184,-0.457620937334952,0.880156385069734,0.801838483197966,0.0713792080172109,"non-habitable"
"HD 73534 b",1.32335688669691,2.80346972562815,2.46369328417205,-1.84070657188349,-0.538765774022212,0.337831187602505,"non-habitable"
"Kepler-1203 b",-1.05384170092698,-0.568802025236494,-1.40641390785387,1.00533918575703,-1.6593754994904,-0.279710459201058,"non-habitable"
"345",-0.8382770283101,0.103096896648646,0.836745995764206,-1.72491369606086,-1.98960038636015,-0.305792234363191,"habitable"
"Kepler-355 b",-0.81136153169859,-0.358993786541935,-0.287673964531122,0.415307349365292,0.884720493212701,-0.135512917307841,"non-habitable"
"Kepler-178 b",-0.359122049375284,-0.397205725851201,-0.358887881413684,0.423619600390246,0.35249865764287,-0.135512917307841,"non-habitable"
"144",-0.47316564750708,0.57226805137797,1.26248585326401,-1.44748400086228,-0.361885981408497,-0.208363098205255,"habitable"
"Kepler-626 b.1",-0.52562600061507,-0.326517493980678,-0.148256514178649,0.203880926610976,0.500581417379679,-0.141782375651024,"non-habitable"
"302",-0.836308060228454,-0.287088352533171,0.205254077700793,-1.40439266224026,-2.59445126107297,-0.345727232457283,"habitable"
"Kepler-338 b",-0.480178377574433,-0.325763754073767,-0.176014421812062,0.616001873899956,0.616975920923764,0.0745139371888026,"non-habitable"
"150",-0.503238575367169,0.582755498915887,1.24328804418458,-1.42749185510371,-0.122201087324602,-0.220461452234372,"habitable"
"nu Oph c",2.81646628024589,4.21995314472042,2.79454634590906,-1.03574996740493,-0.524891505156055,4.2625121104353,"non-habitable"
"116",-0.785152886964575,-0.208384017836526,0.314407381281938,-1.35714442558701,-2.21989757371357,-0.318721659332587,"habitable"
"Kepler-1254 b.1",-0.776158934756671,-0.40049069269348,-0.337654277115676,-0.0328039891951728,-0.453489879461279,-0.235824250798775,"non-habitable"
"Kepler-461 b.2",-0.442986961511859,-0.409105245749237,-0.429134927487087,0.337179630720088,0.306384628675161,-0.185668584053308,"non-habitable"
"HAT-P-17 c",1.84607449443105,4.04046632330315,3.10446819832954,-3.0568926262465,-0.136640461446157,-0.198207500739674,"non-habitable"
"Kepler-1004 b",0.217856048488778,-0.451048514860977,-0.646171631676346,1.34953788429691,-0.469702344219672,0.591744250501432,"non-habitable"
"Kepler-664 b",-0.421994453807851,-0.509824348459016,-0.965801909724275,1.05555479112273,0.437240968886328,-0.151186563165799,"non-habitable"
"Kepler-1419 b",-0.370220129744795,-0.0706662758240491,0.422597540605074,-0.378231230859831,0.482396941628461,-0.154321292337391,"non-habitable"
"Kepler-1171 b.1",-0.449077946039448,-0.527227004727888,-1.16854162911564,2.0311774532961,1.69320669251816,0.140343249792228,"non-habitable"
"GJ 832 b",1.09377466779263,3.1316735039123,2.87069289331099,-3.74766818854549,-2.69911818362826,-0.315580754462061,"non-habitable"
"20",-0.673448218962055,-0.298200226235977,0.1769848369223,-1.35903606079578,-2.26066230129614,-0.356578610203117,"habitable"
"WASP-58 b",1.25954351894427,-0.4580564811287,-0.670483515891051,0.842625685473107,0.486680434836152,-0.0884919797339653,"non-habitable"
"Kepler-1319 b",-0.857052204338918,-0.51863910353095,-0.911923513920259,-0.041214980172265,-2.38022952636486,-0.3016535634022,"non-habitable"
"480",-0.739549235027216,-0.386169992405843,-0.030705579583827,-1.36997005436158,-2.93424110389194,-0.373424458768734,"habitable"
"Kepler-1060 b",-0.499374432432921,-0.0423237096714311,0.475299133606363,-0.437759378469847,0.483468091959986,-0.160590750680574,"non-habitable"
"354",-0.46944215773969,0.495075633597018,1.23971307549449,-1.48216390567754,-0.601568855290209,-0.22191924148399,"habitable"
"Kepler-1080 b",-0.270159803272517,0.169532345184619,0.746722193424921,-0.556458333715894,0.651473072685489,-0.107300354763515,"non-habitable"
"Kepler-11 d",-0.434955863929963,-0.243538359865985,0.0864723650050543,-0.0457660529032513,0.338261825305311,-0.138647646479432,"non-habitable"
"442",-1.08308920597999,-0.493597844208771,-0.356829724236946,-1.64882935014693,-3.78176676621935,-0.428643139310383,"habitable"
"Kepler-54 d.1",-0.784849451113693,-0.30603926509999,0.0456060258925479,-0.825639176445298,-1.44093711086912,-0.298518834230609,"non-habitable"
"292",-0.64978325872787,-0.0447496559475152,0.888638865310087,-1.38069356424562,-1.58147827798053,-0.295046667614362,"habitable"
"72",-0.570173809009457,-0.234414922471485,0.311795357331814,-1.40540289678702,-2.63281237918179,-0.320482248537011,"habitable"
"K2-158 b",-0.424962827302719,-0.388838283444598,-0.334179183775018,0.252972374212873,0.160312858058351,-0.173129667366941,"non-habitable"
"Kepler-164 d",-0.47701883941787,-0.17636759248056,0.216812776667193,-0.0673412738994228,0.580177406218677,-0.110435083935107,"non-habitable"
"Kepler-1229 b",-0.83396880492393,0.0705265009750223,0.810485455562512,-1.75269073840907,-2.16489032454769,-0.311057750916975,"habitable"
"K2-212 b",-0.458293980576016,-0.411974619306864,-0.347575322108609,-0.330054582997116,-1.41180267304561,-0.267171542514692,"non-habitable"
"13",-0.785807392503389,-0.241722081979085,0.251786573380899,-1.3687796379952,-2.33994554637318,-0.330229500805682,"habitable"
"Kepler-186 d",-0.83396880492393,-0.412886379419839,-0.190609458125974,-0.693238151531557,-2.21265341026755,-0.307923021745384,"non-habitable"
"60",-0.724219981786858,-0.0629257383160766,0.635863826112106,-1.70218593666751,-2.42935972485801,-0.324922225290109,"habitable"
"387",-0.739154780551892,0.280640641752282,1.00272601507131,-1.41957672830131,-0.537632147396293,-0.26937358370204,"habitable"
"61",-0.802982860560793,-0.233559750819275,0.371226872183338,-1.54532659832045,-2.71922776553288,-0.34245154491659,"habitable"
"68",-0.82352966952836,-0.238694355984833,0.37457252901242,-1.54229674780358,-2.85130228342772,-0.338465441304492,"habitable"
"Kepler-80 d",-0.467604100633603,-0.507945909271095,-0.886173295179568,0.367399794937617,-1.03404193333879,-0.257767354999917,"non-habitable"
"HAT-P-13 b",1.1984355479387,-0.495004452124158,-0.907748185020692,1.23173072033669,0.327288162736666,0.0180888121001522,"non-habitable"
"HAT-P-30 b",1.18677294807771,-0.489301822947386,-0.922856290772569,1.22253048555393,1.00405151230965,-0.06027941718964,"non-habitable"
"Kepler-129 b",-0.502614231118641,-0.295149228249256,-0.103526792753999,0.4445005304333,0.454481983692609,0.0431666454728857,"non-habitable"
"Kepler-1640 b",0.0155973168878282,-0.404477401665426,-0.474184995185391,0.839629316602367,1.02371896827897,-0.0226626671305398,"non-habitable"
"WASP-48 b",1.1695917721857,-0.522271306709305,-1.02915062814253,1.55200111858244,0.613830292811766,0.0243582704433356,"non-habitable"
"Kepler-357 d",-0.238454995225984,-0.0571376737031172,0.50475311773129,-0.763939584542006,-0.390292747077479,-0.210746417426041,"non-habitable"
"Kepler-174 d",-0.556100275259168,0.673019172532077,1.38472716865489,-1.80539124261682,-0.585662573930798,-0.276575730029467,"habitable"
"245",-0.635501924927257,0.432551166081962,1.13260184634452,-1.49962011248778,-0.61992428207239,-0.245446482205284,"habitable"
"WTS-2 b",1.32670591044303,-0.55254342279865,-1.27383840721559,1.12118807290966,-0.434835632836848,-0.235824250798775,"non-habitable"
"Kepler-242 b",-0.433928698840437,-0.419964011562993,-0.435688323971534,0.155863346640719,-0.410050151793803,-0.204476959082858,"non-habitable"
"Kepler-1361 b",-1.21461680209162,-0.494248588962907,-0.821792635476964,0.558236449257003,-0.27426037485789,-0.223285334112408,"non-habitable"
"Kepler-946 b",-0.638903285608081,-0.365030668287399,-0.253847937130535,0.194863316496624,0.340454232753198,-0.179399125710124,"non-habitable"
"K2-80 c",-0.806896487166325,-0.455429173266545,-0.618991466086863,0.472119861692364,0.0899631873940884,-0.198207500739674,"non-habitable"
"236",-0.715143436192834,-0.123418163626427,0.511618772035398,-1.61724681794557,-2.31668204870954,-0.334920187066109,"habitable"
"HD 190360 b.1",1.47554490341054,3.34328989783024,2.74545943650419,-2.49997849864832,0.215353411471961,-0.113569813106699,"non-habitable"
"Proxima Cen b",-1.04265673266677,-0.481312850629497,-0.280642977287252,-1.65913616546679,-3.50361898588078,-0.427042730265868,"habitable"
"515",-0.667303770892882,-0.293046331905099,0.201342402013198,-1.35724564898284,-2.38369754477034,-0.348949830281066,"habitable"
"K2-19 b",0.380837187246332,-0.422251473148635,-0.453037215519864,0.29493703418377,0.0773981257454131,-0.201342229911266,"non-habitable"
"Kepler-1177 b",-0.64646240247728,0.291653497383403,0.920834501807239,-0.889367215697569,0.391754237903423,-0.166860209023758,"non-habitable"
"Kepler-758 b",-0.470733200210053,-0.344729963472571,-0.24027863782905,0.595696250993038,0.928741901559293,-0.0257973963021315,"non-habitable"
"Kepler-368 c",-0.147764620109448,0.15804033877307,0.711184579662157,-0.240813241316707,0.159184486286072,0.16228635399337,"non-habitable"
"204",-0.614699386038868,0.574345540308257,1.23055299337893,-1.33962136987605,0.0442791520982136,-0.206936707844971,"habitable"
"452",-1.13447541956298,-0.523222947814874,-0.53860940717148,-1.61588034183416,-4.1769561751925,-0.43547292935604,"habitable"
"GJ 3293 d",-0.418927324046878,-0.162039035906104,0.489611026312528,-1.70968320842399,-2.70985592814503,-0.345539771804484,"habitable"
"WASP-22 b",1.08686593495604,-0.474320745630393,-0.826991790920362,1.00393827984217,0.697173184834302,-0.0822225213907819,"non-habitable"
"Kepler-404 c",-0.713237690137413,-0.323564311156199,-0.138871888108561,0.0179465746989853,0.32838640202358,-0.195072771568083,"non-habitable"
"314",-0.67800332240692,0.0948017021387325,0.809905451622118,-1.54856785953337,-1.4633084415038,-0.297212481125719,"habitable"
"nu Oph b",2.76129119759464,2.01920902393462,1.80486433342995,-0.144830033983334,-0.524891505156055,4.2625121104353,"non-habitable"
"Kepler-135 c",-0.974483990028074,-0.356764419226855,-0.268859912300196,0.515328207889279,0.789616086538046,-0.0728183338760068,"non-habitable"
"214",-0.531950073608312,1.29357763709479,1.69430590194163,-1.40069365588554,0.752742750641404,-0.103242399064551,"habitable"
"361",-0.728050175702946,1.09756290467122,1.58455183287728,-1.4309570684323,0.396663806173643,-0.132198284303056,"habitable"
"Kepler-52 d",-0.631404137303647,-0.186742775874428,0.339521812026144,-1.0883222955045,-1.42489625790921,-0.295384105059017,"non-habitable"
"159",-0.745148348680606,0.00657039085559036,0.710482987213766,-1.70618729915627,-2.20711874158561,-0.316526795867737,"habitable"
"Kepler-444 d",-1.38330404064199,-0.45450149735579,-0.572155697987708,0.235445285016164,-0.377976213822229,-0.235824250798775,"non-habitable"
"251",-0.669476387856486,0.517650010010595,1.20575027534023,-1.56259532331819,-0.579161225504107,-0.24451909883408,"habitable"
"YZ Cet b",-1.16479568279139,-0.559745042745577,-1.06076894245656,-0.630192498581034,-3.49141860075489,-0.417638542751093,"non-habitable"
"Kepler-1133 b",-0.623964089351276,-0.368785333757973,-0.264135563248546,0.156740713246062,0.234335696959351,-0.188803313224899,"non-habitable"
"Kepler-1086 b.1",-0.480178377574433,-0.313112753108554,-0.0129307297069391,-0.631977367941468,-1.29946669366457,-0.2640368133431,"non-habitable"
"Kepler-57 b",2.64839335034922,-0.457109371138862,-0.608690042212926,0.262039493662625,-0.257342692388041,-0.242093709141958,"non-habitable"
"Kepler-218 b",-0.802450099064257,-0.487180309363332,-0.816530985018774,0.837861298090441,0.159184486286072,-0.138647646479432,"non-habitable"
"HATS-23 b",1.45379554262368,-0.515612059421262,-1.02619120387776,1.23830991244973,0.465233361086637,-0.0947614380771487,"non-habitable"
"K2-165 c",-0.771840843644318,-0.479565926688054,-0.732036631294077,0.480192631143133,-0.209258874675438,-0.220150604940816,"non-habitable"
"Kepler-1435 b",-1.21461680209162,-0.462775910856387,-0.724829035335108,1.06967375910527,1.0550579102051,-0.0571446880180484,"non-habitable"
"Kepler-22 b",-0.499374432432921,0.913002550125301,1.47201058722597,-1.44213166994226,0.177213877376408,-0.163725479852166,"habitable"
"HD 13908 b",1.20605238030576,-0.24566731391539,0.00351303028512929,0.458048723364111,0.955601348934864,0.0525708329876608,"non-habitable"
"Kepler-1523 b.1",-0.76325860218268,-0.552496355460136,-1.29616435926637,1.51137271716833,0.387404740942826,-0.169994938195349,"non-habitable"
"Kepler-931 b",-0.861726647179672,-0.420740004742501,-0.445766862763842,0.188311468889706,-0.142560944334903,-0.217015875769225,"non-habitable"
"HD 65216 b",1.39454697305534,1.45053750953831,1.85195822849239,-1.78868076639236,0.282092302410564,-0.17954906607586,"non-habitable"
"K2-214 b",-0.483349178293256,-0.400832920453576,-0.412597847368053,0.616171191104162,0.544220255848539,-0.0728183338760068,"non-habitable"
"Kepler-311 b",-0.7173118127625,-0.392679247046341,-0.380218654068152,0.547451225521932,0.598078206835637,-0.0978961672487404,"non-habitable"
"Kepler-144 c",-0.857052204338918,-0.376901897067077,-0.331977158547455,0.563136057169272,0.77430418423386,-0.0822225213907819,"non-habitable"
"Kepler-949 b",-0.356369668952558,-0.409587244283669,-0.407298269809592,0.232119639683203,0.046448391381861,-0.201342229911266,"non-habitable"
"350",-0.730228629737121,0.430588342329141,1.12001282526435,-1.54088573662061,-0.73651370345008,-0.249697850721022,"habitable"
"496",-0.936093233125636,-0.399328698782957,-0.0914947452308589,-1.4390702416751,-3.14115483725788,-0.385943220184399,"habitable"
"413",-0.587767708516514,-0.178607312157535,0.430358868926436,-1.70802302207815,-2.62292291921819,-0.355272132855604,"habitable"
"200",-0.47856010200258,0.534709408909546,1.22117780547849,-1.45356336119283,-0.276843425918534,-0.229636316605059,"habitable"
"HD 20781 e",-0.156767116994954,0.116853027477941,0.802108895080252,-0.875084048789181,-0.124816402215843,-0.187627391674948,"non-habitable"
"WASP-138 b",1.36666586060766,-0.479203989670981,-0.814728550479385,1.17390535053967,0.972453446201103,-0.0446057713316816,"non-habitable"
"HATS-12 b",0.381963231030004,-0.49164896459463,-0.876693447453572,1.16621340544745,1.05603470832456,-0.104165625591924,"non-habitable"
"Kepler-14 b",2.26955861870591,-0.407438696600679,-0.527822280813127,1.14398253589801,1.09303964347951,0.171690541508145,"non-habitable"
"57",-0.834366932938938,-0.10756924999653,0.643597784467756,-1.77569756140899,-2.86048357533433,-0.334325688496848,"habitable"
"Kepler-1615 b",-0.594781504540829,-0.0309988000852517,0.480292093843858,-0.392290893569727,0.555876250115728,-0.141782375651024,"non-habitable"
"404",-0.593564449185203,-0.0791534131511923,0.58077416302386,-1.56679070924677,-2.26357778668221,-0.31227515764865,"habitable"
"329",-0.473620162020705,-0.00331241812271061,0.649306842764136,-1.4024568396864,-1.43328422259695,-0.297052853615274,"habitable"
"58",-0.775973216782749,-0.195286521512145,0.434163905087636,-1.61246648036722,-2.54561026190361,-0.34769144561334,"habitable"
"K2-247 c",-0.556100275259168,-0.451025827726833,-0.549213860631391,0.0368212662150084,-0.862748797031154,-0.254632625828325,"non-habitable"
"Kepler-233 b",-0.483349178293256,-0.415395465087136,-0.419806932933761,0.150391119362144,-0.00316260045586085,-0.232689521627183,"non-habitable"
"Kepler-1452 b",-0.410220508125947,-0.0123075928656177,0.427553153193271,0.154557544353098,0.800820868442454,0.174825270679737,"non-habitable"
"232",-0.582875586579185,-0.0868972854819215,0.569370810968106,-1.55105650983126,-2.26936571003565,-0.311607138591236,"habitable"
"132",-0.556112756150902,-0.233730187552882,0.312146815001068,-1.41090033608553,-2.70587927883299,-0.318231386804574,"habitable"
"K2-124 b",-0.359122049375284,-0.480141037831918,-0.555186684638323,-0.634165740429075,-2.52631333268845,-0.348674500976076,"non-habitable"
"Kepler-12 b",0.882466550154938,-0.465423865155409,-0.726398386706266,1.07100841825822,0.642083747707414,-0.00698902127258133,"non-habitable"
"402",-0.508023158175832,-0.104149883656809,0.494362554117187,-1.45776649993462,-2.01811121348615,-0.311057750916975,"habitable"
"HD 219134 b",-0.608401969657023,-0.504251917764453,-0.883371417861252,0.493382642078166,-0.820323395254309,-0.226420063284,"non-habitable"
"K2-68 b.1",-0.76325860218268,-0.429585689098266,-0.444745686326669,-0.0561986731507011,-0.758531900043318,-0.257767354999917,"non-habitable"
"Kepler-844 b",-0.725510705100924,-0.522365037836388,-0.952269588767586,0.223317121684331,-1.62468691804147,-0.292249375887425,"non-habitable"
"Kepler-31 c",1.99765044147914,-0.0296750718374951,0.423994734967399,-0.160893385427052,1.03940820834797,-0.0884919797339653,"non-habitable"
"462",-1.06628161877526,-0.493892412045281,-0.266247154612265,-1.94036594817361,-4.5932378730384,-0.433312188609051,"habitable"
"Kepler-251 b",-0.861726647179672,-0.470786593442918,-0.69165569415238,0.602792586012193,0.186208981656559,-0.191938042396491,"non-habitable"
"165",-0.688285107027303,-0.0194226652297454,0.633514820232708,-1.37969203335477,-1.65149421689003,-0.283525742028758,"habitable"
"398",-0.844318886397697,0.469530682940865,1.17054411211092,-1.69974034805498,-0.904615625215521,-0.27706926547817,"habitable"
"Kepler-1076 b",-1.25981426746777,-0.452883705512784,-0.57540120813533,0.164642976545119,-0.60094872080405,-0.238958979970366,"non-habitable"
"Kepler-298 d",-0.464491774319315,0.0565750864261987,0.748264610174227,-1.38444903198178,-1.13746378685473,-0.289114646715834,"habitable"
"HD 215497 b",-0.492053690099286,-0.477799086919745,-0.780121288335834,0.490163962013222,-0.299723629252016,-0.204476959082858,"non-habitable"
"HD 163607 c",1.64257473905443,2.40293082279863,2.28756915095333,-1.78381243719385,0.181713058179366,0.080783395531986,"non-habitable"
"Kepler-251 b.1",-0.861726647179672,-0.470786593442918,-0.69165569415238,0.602792586012193,0.186208981656559,-0.191938042396491,"non-habitable"
"Kepler-181 c.1",-0.616582548387251,-0.480141037831918,-0.74037089881215,0.477708257037742,-0.0345174756424468,-0.235824250798775,"non-habitable"
"Kepler-208 c",-0.83854715706217,-0.410835394583633,-0.481817709790397,0.742134587815997,0.791654823927215,-0.06027941718964,"non-habitable"
"Kepler-419 b",1.70217237936511,0.176046846387655,0.691062030379475,-0.222644996166941,1.12692914695277,0.0745139371888026,"non-habitable"
"Kepler-1030 b",-0.470733200210053,-0.295532021918406,0.00208886782655523,-0.365545126201784,-0.455981351523438,-0.232689521627183,"non-habitable"
"Kepler-20 b",-0.316522950864507,-0.486475474307209,-0.807424300126085,0.755172181482006,0.151280137874338,-0.169994938195349,"non-habitable"
"K2-220 b",-0.496146309101799,-0.340329649406709,-0.177656893727852,0.183111728160731,0.334971762165235,-0.151186563165799,"non-habitable"
"HAT-P-11 c.1",1.49200811000706,3.42116975314938,2.83158507226045,-3.17668298594248,-0.714211855274457,-0.257767354999917,"non-habitable"
"518",-0.567817391765212,-0.233002683077405,0.314734446738024,-1.40683065240783,-2.64475296542912,-0.319599569965636,"habitable"
"Kepler-1468 c.1",-0.974483990028074,-0.486960172368878,-0.825429048882321,0.933956155015636,0.585447706146006,-0.141782375651024,"non-habitable"
"160",-0.850632431389781,0.196504394575556,0.912057680001303,-1.64525288838889,-1.48689250703523,-0.290691443709302,"habitable"
"HD 219134 c",-0.640343160785206,-0.442242732311117,-0.5296366535031,0.0947164506760009,-0.820323395254309,-0.226420063284,"non-habitable"
"Kepler-390 c",-1.2668365626354,-0.361225177794937,-0.201617557567036,-0.093196308324471,-0.232052271577887,-0.226420063284,"non-habitable"
"Kepler-1552 b",-0.473870474377654,0.559449674715435,1.22433433602382,-1.44304288485471,-0.188935457067655,-0.226420063284,"habitable"
"HIP 14810 b.2",1.91029833034773,-0.432341672152523,-0.536126978357266,0.538344597222009,0.206400454027724,-0.135512917307841,"non-habitable"
"146",-0.499752594201605,0.57998910744101,1.24103824704279,-1.4293377557575,-0.130122428786316,-0.221168736845635,"habitable"
